Field Station,Data Collection Site,Latitude,Longitude,Date,Time,Tide,Quadrat,Species Name,Species Code,Canopy cover (0-25),Substrate Cover,# per quadrat
Schoodic Institute at Acadia National Park,,44.336889,-68.055806,09-18-2019,,Mid,9,"Irish moss, Chondrus crispus",ChonCrSC,,4,
Schoodic Institute at Acadia National Park,,44.336889,-68.055806,09-18-2019,,Mid,10,"Irish moss, Chondrus crispus",ChonCrSC,,3.5,
Schoodic Institute at Acadia National Park,,44.336889,-68.055806,10-01-2019,,Low,1,"Irish moss, Chondrus crispus",ChonCrSC,,NA,
Schoodic Institute at Acadia National Park,,44.336889,-68.055806,10-01-2019,,Low,2,"Irish moss, Chondrus crispus",ChonCrSC,,NA,
Schoodic Institute at Acadia National Park,,44.336889,-68.055806,10-01-2019,,Low,3,"Irish moss, Chondrus crispus",ChonCrSC,,NA,
Schoodic Institute at Acadia National Park,,44.336889,-68.055806,10-01-2019,,Low,4,"Irish moss, Chondrus crispus",ChonCrSC,,NA,
Schoodic Institute at Acadia National Park,,44.336889,-68.055806,10-01-2019,,Low,5,"Irish moss, Chondrus crispus",ChonCrSC,,NA,
Schoodic Institute at Acadia National Park,,44.336889,-68.055806,10-01-2019,,Low,6,"Irish moss, Chondrus crispus",ChonCrSC,,0,
Schoodic Institute at Acadia National Park,,44.336889,-68.055806,10-01-2019,,Low,7,"Irish moss, Chondrus crispus",ChonCrSC,,3,
Schoodic Institute at Acadia National Park,,44.336889,-68.055806,10-01-2019,,Low,8,"Irish moss, Chondrus crispus",ChonCrSC,,NA,
Schoodic Institute at Acadia National Park,,44.336889,-68.055806,10-01-2019,,Low,9,"Irish moss, Chondrus crispus",ChonCrSC,,0,
Schoodic Institute at Acadia National Park,,44.336889,-68.055806,10-01-2019,,Low,10,"Irish moss, Chondrus crispus",ChonCrSC,,0,
Schoodic Institute at Acadia National Park,,44.336889,-68.055806,09-10-2018,,High,1,Northern sea star (Asterias vulgaris),Astvul,,,0
Schoodic Institute at Acadia National Park,,44.336889,-68.055806,09-10-2018,,High,2,Northern sea star (Asterias vulgaris),Astvul,,,0
Schoodic Institute at Acadia National Park,,44.336889,-68.055806,09-10-2018,,High,3,Northern sea star (Asterias vulgaris),Astvul,,,0
Schoodic Institute at Acadia National Park,,44.336889,-68.055806,09-10-2018,,High,4,Northern sea star (Asterias vulgaris),Astvul,,,0
Schoodic Institute at Acadia National Park,,44.336889,-68.055806,09-10-2018,,High,5,Northern sea star (Asterias vulgaris),Astvul,,,0
Schoodic Institute at Acadia National Park,,44.336889,-68.055806,09-10-2018,,High,6,Northern sea star (Asterias vulgaris),Astvul,,,0
Schoodic Institute at Acadia National Park,,44.336889,-68.055806,09-10-2018,,High,7,Northern sea star (Asterias vulgaris),Astvul,,,0
Schoodic Institute at Acadia National Park,,44.336889,-68.055806,09-10-2018,,High,8,Northern sea star (Asterias vulgaris),Astvul,,,0
Schoodic Institute at Acadia National Park,,44.336889,-68.055806,09-10-2018,,High,9,Northern sea star (Asterias vulgaris),Astvul,,,0
Schoodic Institute at Acadia National Park,,44.336889,-68.055806,09-10-2018,,High,10,Northern sea star (Asterias vulgaris),Astvul,,,0
Schoodic Institute at Acadia National Park,,44.336889,-68.055806,08-28-2018,,Mid,1,Northern sea star (Asterias vulgaris),Astvul,,,0
Schoodic Institute at Acadia National Park,,44.336889,-68.055806,08-28-2018,,Mid,2,Northern sea star (Asterias vulgaris),Astvul,,,0
Schoodic Institute at Acadia National Park,,44.336889,-68.055806,08-28-2018,,Mid,3,Northern sea star (Asterias vulgaris),Astvul,,,0
Schoodic Institute at Acadia National Park,,44.336889,-68.055806,08-28-2018,,Mid,4,Northern sea star (Asterias vulgaris),Astvul,,,0
Schoodic Institute at Acadia National Park,,44.336889,-68.055806,08-28-2018,,Mid,5,Northern sea star (Asterias vulgaris),Astvul,,,0
Schoodic Institute at Acadia National Park,,44.336889,-68.055806,08-28-2018,,Mid,6,Northern sea star (Asterias vulgaris),Astvul,,,0
Schoodic Institute at Acadia National Park,,44.336889,-68.055806,08-28-2018,,Mid,7,Northern sea star (Asterias vulgaris),Astvul,,,0
Schoodic Institute at Acadia National Park,,44.336889,-68.055806,08-28-2018,,Mid,8,Northern sea star (Asterias vulgaris),Astvul,,,0
Schoodic Institute at Acadia National Park,,44.336889,-68.055806,08-28-2018,,Mid,9,Northern sea star (Asterias vulgaris),Astvul,,,0
Schoodic Institute at Acadia National Park,,44.336889,-68.055806,08-28-2018,,Mid,10,Northern sea star (Asterias vulgaris),Astvul,,,0
Schoodic Institute at Acadia National Park,,44.336889,-68.055806,09-10-2018,,Low,1,Northern sea star (Asterias vulgaris),Astvul,,,0
Schoodic Institute at Acadia National Park,,44.336889,-68.055806,09-10-2018,,Low,2,Northern sea star (Asterias vulgaris),Astvul,,,0
Schoodic Institute at Acadia National Park,,44.336889,-68.055806,09-10-2018,,Low,3,Northern sea star (Asterias vulgaris),Astvul,,,0
Schoodic Institute at Acadia National Park,,44.336889,-68.055806,09-10-2018,,Low,4,Northern sea star (Asterias vulgaris),Astvul,,,0
Schoodic Institute at Acadia National Park,,44.336889,-68.055806,09-10-2018,,Low,5,Northern sea star (Asterias vulgaris),Astvul,,,0
Schoodic Institute at Acadia National Park,,44.336889,-68.055806,09-10-2018,,Low,6,Northern sea star (Asterias vulgaris),Astvul,,,0
Schoodic Institute at Acadia National Park,,44.336889,-68.055806,09-10-2018,,Low,7,Northern sea star (Asterias vulgaris),Astvul,,,0
Schoodic Institute at Acadia National Park,,44.336889,-68.055806,09-10-2018,,Low,8,Northern sea star (Asterias vulgaris),Astvul,,,0
Schoodic Institute at Acadia National Park,,44.336889,-68.055806,09-10-2018,,Low,9,Northern sea star (Asterias vulgaris),Astvul,,,0
Schoodic Institute at Acadia National Park,,44.336889,-68.055806,09-10-2018,,Low,10,Northern sea star (Asterias vulgaris),Astvul,,,0
Schoodic Institute at Acadia National Park,,44.336889,-68.055806,09-17-2019,,High,1,Northern sea star (Asterias vulgaris),Astvul,,,0
Schoodic Institute at Acadia National Park,,44.336889,-68.055806,09-17-2019,,High,2,Northern sea star (Asterias vulgaris),Astvul,,,0
Schoodic Institute at Acadia National Park,,44.336889,-68.055806,09-17-2019,,High,3,Northern sea star (Asterias vulgaris),Astvul,,,0
Schoodic Institute at Acadia National Park,,44.336889,-68.055806,09-17-2019,,High,4,Northern sea star (Asterias vulgaris),Astvul,,,0
Schoodic Institute at Acadia National Park,,44.336889,-68.055806,09-17-2019,,High,5,Northern sea star (Asterias vulgaris),Astvul,,,0
Schoodic Institute at Acadia National Park,,44.336889,-68.055806,09-17-2019,,High,6,Northern sea star (Asterias vulgaris),Astvul,,,0
Schoodic Institute at Acadia National Park,,44.336889,-68.055806,09-17-2019,,High,7,Northern sea star (Asterias vulgaris),Astvul,,,0
Schoodic Institute at Acadia National Park,,44.336889,-68.055806,09-17-2019,,High,8,Northern sea star (Asterias vulgaris),Astvul,,,0
Schoodic Institute at Acadia National Park,,44.336889,-68.055806,09-17-2019,,High,9,Northern sea star (Asterias vulgaris),Astvul,,,0
Schoodic Institute at Acadia National Park,,44.336889,-68.055806,09-17-2019,,High,10,Northern sea star (Asterias vulgaris),Astvul,,,0
Schoodic Institute at Acadia National Park,,44.336889,-68.055806,09-18-2019,,Mid,1,Northern sea star (Asterias vulgaris),Astvul,,,0
Schoodic Institute at Acadia National Park,,44.336889,-68.055806,09-18-2019,,Mid,2,Northern sea star (Asterias vulgaris),Astvul,,,0
Schoodic Institute at Acadia National Park,,44.336889,-68.055806,09-18-2019,,Mid,3,Northern sea star (Asterias vulgaris),Astvul,,,0
Schoodic Institute at Acadia National Park,,44.336889,-68.055806,09-18-2019,,Mid,4,Northern sea star (Asterias vulgaris),Astvul,,,0
Schoodic Institute at Acadia National Park,,44.336889,-68.055806,09-18-2019,,Mid,5,Northern sea star (Asterias vulgaris),Astvul,,,0
Schoodic Institute at Acadia National Park,,44.336889,-68.055806,09-18-2019,,Mid,6,Northern sea star (Asterias vulgaris),Astvul,,,0
Schoodic Institute at Acadia National Park,,44.336889,-68.055806,09-18-2019,,Mid,7,Northern sea star (Asterias vulgaris),Astvul,,,0
Schoodic Institute at Acadia National Park,,44.336889,-68.055806,09-18-2019,,Mid,8,Northern sea star (Asterias vulgaris),Astvul,,,0
Schoodic Institute at Acadia National Park,,44.336889,-68.055806,09-18-2019,,Mid,9,Northern sea star (Asterias vulgaris),Astvul,,,0
Schoodic Institute at Acadia National Park,,44.336889,-68.055806,09-18-2019,,Mid,10,Northern sea star (Asterias vulgaris),Astvul,,,0
Schoodic Institute at Acadia National Park,,44.336889,-68.055806,10-01-2019,,Low,1,Northern sea star (Asterias vulgaris),Astvul,,,NA
Schoodic Institute at Acadia National Park,,44.336889,-68.055806,10-01-2019,,Low,2,Northern sea star (Asterias vulgaris),Astvul,,,NA
Schoodic Institute at Acadia National Park,,44.336889,-68.055806,10-01-2019,,Low,3,Northern sea star (Asterias vulgaris),Astvul,,,NA
Schoodic Institute at Acadia National Park,,44.336889,-68.055806,10-01-2019,,Low,4,Northern sea star (Asterias vulgaris),Astvul,,,NA
Schoodic Institute at Acadia National Park,,44.336889,-68.055806,10-01-2019,,Low,5,Northern sea star (Asterias vulgaris),Astvul,,,NA
Schoodic Institute at Acadia National Park,,44.336889,-68.055806,10-01-2019,,Low,6,Northern sea star (Asterias vulgaris),Astvul,,,0
Schoodic Institute at Acadia National Park,,44.336889,-68.055806,10-01-2019,,Low,7,Northern sea star (Asterias vulgaris),Astvul,,,0
Schoodic Institute at Acadia National Park,,44.336889,-68.055806,10-01-2019,,Low,8,Northern sea star (Asterias vulgaris),Astvul,,,NA
Schoodic Institute at Acadia National Park,,44.336889,-68.055806,10-01-2019,,Low,9,Northern sea star (Asterias vulgaris),Astvul,,,0
Schoodic Institute at Acadia National Park,,44.336889,-68.055806,10-01-2019,,Low,10,Northern sea star (Asterias vulgaris),Astvul,,,0
Schoodic Institute at Acadia National Park,,44.336889,-68.055806,09-10-2018,,High,1,Green Crab (Carnicus maenas),CarmaeTot,,,2
Schoodic Institute at Acadia National Park,,44.336889,-68.055806,09-10-2018,,High,2,Green Crab (Carnicus maenas),CarmaeTot,,,0
Schoodic Institute at Acadia National Park,,44.336889,-68.055806,09-10-2018,,High,3,Green Crab (Carnicus maenas),CarmaeTot,,,2
Schoodic Institute at Acadia National Park,,44.336889,-68.055806,09-10-2018,,High,4,Green Crab (Carnicus maenas),CarmaeTot,,,2
Schoodic Institute at Acadia National Park,,44.336889,-68.055806,09-10-2018,,High,5,Green Crab (Carnicus maenas),CarmaeTot,,,0
Schoodic Institute at Acadia National Park,,44.336889,-68.055806,09-10-2018,,High,6,Green Crab (Carnicus maenas),CarmaeTot,,,0
Schoodic Institute at Acadia National Park,,44.336889,-68.055806,09-10-2018,,High,7,Green Crab (Carnicus maenas),CarmaeTot,,,0
Schoodic Institute at Acadia National Park,,44.336889,-68.055806,09-10-2018,,High,8,Green Crab (Carnicus maenas),CarmaeTot,,,0
Schoodic Institute at Acadia National Park,,44.336889,-68.055806,09-10-2018,,High,9,Green Crab (Carnicus maenas),CarmaeTot,,,1
Schoodic Institute at Acadia National Park,,44.336889,-68.055806,09-10-2018,,High,10,Green Crab (Carnicus maenas),CarmaeTot,,,0
Schoodic Institute at Acadia National Park,,44.336889,-68.055806,08-28-2018,,Mid,1,Green Crab (Carnicus maenas),CarmaeTot,,,0
Schoodic Institute at Acadia National Park,,44.336889,-68.055806,08-28-2018,,Mid,2,Green Crab (Carnicus maenas),CarmaeTot,,,0
Schoodic Institute at Acadia National Park,,44.336889,-68.055806,08-28-2018,,Mid,3,Green Crab (Carnicus maenas),CarmaeTot,,,0
Schoodic Institute at Acadia National Park,,44.336889,-68.055806,08-28-2018,,Mid,4,Green Crab (Carnicus maenas),CarmaeTot,,,1
Schoodic Institute at Acadia National Park,,44.336889,-68.055806,08-28-2018,,Mid,5,Green Crab (Carnicus maenas),CarmaeTot,,,0
Schoodic Institute at Acadia National Park,,44.336889,-68.055806,08-28-2018,,Mid,6,Green Crab (Carnicus maenas),CarmaeTot,,,0
Schoodic Institute at Acadia National Park,,44.336889,-68.055806,08-28-2018,,Mid,7,Green Crab (Carnicus maenas),CarmaeTot,,,0
Schoodic Institute at Acadia National Park,,44.336889,-68.055806,08-28-2018,,Mid,8,Green Crab (Carnicus maenas),CarmaeTot,,,0
Schoodic Institute at Acadia National Park,,44.336889,-68.055806,08-28-2018,,Mid,9,Green Crab (Carnicus maenas),CarmaeTot,,,0
Schoodic Institute at Acadia National Park,,44.336889,-68.055806,08-28-2018,,Mid,10,Green Crab (Carnicus maenas),CarmaeTot,,,0
Schoodic Institute at Acadia National Park,,44.336889,-68.055806,09-10-2018,,Low,1,Green Crab (Carnicus maenas),CarmaeTot,,,0
Schoodic Institute at Acadia National Park,,44.336889,-68.055806,09-10-2018,,Low,2,Green Crab (Carnicus maenas),CarmaeTot,,,0
Schoodic Institute at Acadia National Park,,44.336889,-68.055806,09-10-2018,,Low,3,Green Crab (Carnicus maenas),CarmaeTot,,,0
Schoodic Institute at Acadia National Park,,44.336889,-68.055806,09-10-2018,,Low,4,Green Crab (Carnicus maenas),CarmaeTot,,,0
Schoodic Institute at Acadia National Park,,44.336889,-68.055806,09-10-2018,,Low,5,Green Crab (Carnicus maenas),CarmaeTot,,,0
Schoodic Institute at Acadia National Park,,44.336889,-68.055806,09-10-2018,,Low,6,Green Crab (Carnicus maenas),CarmaeTot,,,0
Schoodic Institute at Acadia National Park,,44.336889,-68.055806,09-10-2018,,Low,7,Green Crab (Carnicus maenas),CarmaeTot,,,0
Schoodic Institute at Acadia National Park,,44.336889,-68.055806,09-10-2018,,Low,8,Green Crab (Carnicus maenas),CarmaeTot,,,0
Schoodic Institute at Acadia National Park,,44.336889,-68.055806,09-10-2018,,Low,9,Green Crab (Carnicus maenas),CarmaeTot,,,0
Schoodic Institute at Acadia National Park,,44.336889,-68.055806,09-10-2018,,Low,10,Green Crab (Carnicus maenas),CarmaeTot,,,0
Schoodic Institute at Acadia National Park,,44.336889,-68.055806,09-17-2019,,High,1,Green Crab (Carnicus maenas),CarmaeTot,,,2
Schoodic Institute at Acadia National Park,,44.336889,-68.055806,09-17-2019,,High,2,Green Crab (Carnicus maenas),CarmaeTot,,,0
Schoodic Institute at Acadia National Park,,44.336889,-68.055806,09-17-2019,,High,3,Green Crab (Carnicus maenas),CarmaeTot,,,4
Schoodic Institute at Acadia National Park,,44.336889,-68.055806,09-17-2019,,High,4,Green Crab (Carnicus maenas),CarmaeTot,,,5
Schoodic Institute at Acadia National Park,,44.336889,-68.055806,09-17-2019,,High,5,Green Crab (Carnicus maenas),CarmaeTot,,,4
Schoodic Institute at Acadia National Park,,44.336889,-68.055806,09-17-2019,,High,6,Green Crab (Carnicus maenas),CarmaeTot,,,2
Schoodic Institute at Acadia National Park,,44.336889,-68.055806,09-17-2019,,High,7,Green Crab (Carnicus maenas),CarmaeTot,,,2
Schoodic Institute at Acadia National Park,,44.336889,-68.055806,09-17-2019,,High,8,Green Crab (Carnicus maenas),CarmaeTot,,,3
Schoodic Institute at Acadia National Park,,44.336889,-68.055806,09-17-2019,,High,9,Green Crab (Carnicus maenas),CarmaeTot,,,6
Schoodic Institute at Acadia National Park,,44.336889,-68.055806,09-17-2019,,High,10,Green Crab (Carnicus maenas),CarmaeTot,,,1
Schoodic Institute at Acadia National Park,,44.336889,-68.055806,09-18-2019,,Mid,1,Green Crab (Carnicus maenas),CarmaeTot,,,0
Schoodic Institute at Acadia National Park,,44.336889,-68.055806,09-18-2019,,Mid,2,Green Crab (Carnicus maenas),CarmaeTot,,,0
Schoodic Institute at Acadia National Park,,44.336889,-68.055806,09-18-2019,,Mid,3,Green Crab (Carnicus maenas),CarmaeTot,,,0
Schoodic Institute at Acadia National Park,,44.336889,-68.055806,09-18-2019,,Mid,4,Green Crab (Carnicus maenas),CarmaeTot,,,0
Schoodic Institute at Acadia National Park,,44.336889,-68.055806,09-18-2019,,Mid,5,Green Crab (Carnicus maenas),CarmaeTot,,,0
Schoodic Institute at Acadia National Park,,44.336889,-68.055806,09-18-2019,,Mid,6,Green Crab (Carnicus maenas),CarmaeTot,,,3
Schoodic Institute at Acadia National Park,,44.336889,-68.055806,09-18-2019,,Mid,7,Green Crab (Carnicus maenas),CarmaeTot,,,0
Schoodic Institute at Acadia National Park,,44.336889,-68.055806,09-18-2019,,Mid,8,Green Crab (Carnicus maenas),CarmaeTot,,,0
Schoodic Institute at Acadia National Park,,44.336889,-68.055806,09-18-2019,,Mid,9,Green Crab (Carnicus maenas),CarmaeTot,,,0
Schoodic Institute at Acadia National Park,,44.336889,-68.055806,09-18-2019,,Mid,10,Green Crab (Carnicus maenas),CarmaeTot,,,0
Schoodic Institute at Acadia National Park,,44.336889,-68.055806,10-01-2019,,Low,1,Green Crab (Carnicus maenas),CarmaeTot,,,NA
Schoodic Institute at Acadia National Park,,44.336889,-68.055806,10-01-2019,,Low,2,Green Crab (Carnicus maenas),CarmaeTot,,,NA
Schoodic Institute at Acadia National Park,,44.336889,-68.055806,10-01-2019,,Low,3,Green Crab (Carnicus maenas),CarmaeTot,,,NA
Schoodic Institute at Acadia National Park,,44.336889,-68.055806,10-01-2019,,Low,4,Green Crab (Carnicus maenas),CarmaeTot,,,NA
Schoodic Institute at Acadia National Park,,44.336889,-68.055806,10-01-2019,,Low,5,Green Crab (Carnicus maenas),CarmaeTot,,,NA
Schoodic Institute at Acadia National Park,,44.336889,-68.055806,10-01-2019,,Low,6,Green Crab (Carnicus maenas),CarmaeTot,,,0
Schoodic Institute at Acadia National Park,,44.336889,-68.055806,10-01-2019,,Low,7,Green Crab (Carnicus maenas),CarmaeTot,,,0
Schoodic Institute at Acadia National Park,,44.336889,-68.055806,10-01-2019,,Low,8,Green Crab (Carnicus maenas),CarmaeTot,,,NA
Schoodic Institute at Acadia National Park,,44.336889,-68.055806,10-01-2019,,Low,9,Green Crab (Carnicus maenas),CarmaeTot,,,0
Schoodic Institute at Acadia National Park,,44.336889,-68.055806,10-01-2019,,Low,10,Green Crab (Carnicus maenas),CarmaeTot,,,0
Schoodic Institute at Acadia National Park,,44.336889,-68.055806,09-10-2018,,High,1,Green Crab (male),CarmaeMale,,,--
Schoodic Institute at Acadia National Park,,44.336889,-68.055806,09-10-2018,,High,2,Green Crab (male),CarmaeMale,,,0
Schoodic Institute at Acadia National Park,,44.336889,-68.055806,09-10-2018,,High,3,Green Crab (male),CarmaeMale,,,--
Schoodic Institute at Acadia National Park,,44.336889,-68.055806,09-10-2018,,High,4,Green Crab (male),CarmaeMale,,,--
Schoodic Institute at Acadia National Park,,44.336889,-68.055806,09-10-2018,,High,5,Green Crab (male),CarmaeMale,,,0
Schoodic Institute at Acadia National Park,,44.336889,-68.055806,09-10-2018,,High,6,Green Crab (male),CarmaeMale,,,0
Schoodic Institute at Acadia National Park,,44.336889,-68.055806,09-10-2018,,High,7,Green Crab (male),CarmaeMale,,,0
Schoodic Institute at Acadia National Park,,44.336889,-68.055806,09-10-2018,,High,8,Green Crab (male),CarmaeMale,,,0
Schoodic Institute at Acadia National Park,,44.336889,-68.055806,09-10-2018,,High,9,Green Crab (male),CarmaeMale,,,--
Schoodic Institute at Acadia National Park,,44.336889,-68.055806,09-10-2018,,High,10,Green Crab (male),CarmaeMale,,,0
Schoodic Institute at Acadia National Park,,44.336889,-68.055806,08-28-2018,,Mid,1,Green Crab (male),CarmaeMale,,,0
Schoodic Institute at Acadia National Park,,44.336889,-68.055806,08-28-2018,,Mid,2,Green Crab (male),CarmaeMale,,,0
Schoodic Institute at Acadia National Park,,44.336889,-68.055806,08-28-2018,,Mid,3,Green Crab (male),CarmaeMale,,,0
Schoodic Institute at Acadia National Park,,44.336889,-68.055806,08-28-2018,,Mid,4,Green Crab (male),CarmaeMale,,,--
Schoodic Institute at Acadia National Park,,44.336889,-68.055806,08-28-2018,,Mid,5,Green Crab (male),CarmaeMale,,,0
Schoodic Institute at Acadia National Park,,44.336889,-68.055806,08-28-2018,,Mid,6,Green Crab (male),CarmaeMale,,,0
Schoodic Institute at Acadia National Park,,44.336889,-68.055806,08-28-2018,,Mid,7,Green Crab (male),CarmaeMale,,,0
Schoodic Institute at Acadia National Park,,44.336889,-68.055806,08-28-2018,,Mid,8,Green Crab (male),CarmaeMale,,,0
Schoodic Institute at Acadia National Park,,44.336889,-68.055806,08-28-2018,,Mid,9,Green Crab (male),CarmaeMale,,,0
Schoodic Institute at Acadia National Park,,44.336889,-68.055806,08-28-2018,,Mid,10,Green Crab (male),CarmaeMale,,,0
Schoodic Institute at Acadia National Park,,44.336889,-68.055806,09-10-2018,,Low,1,Green Crab (male),CarmaeMale,,,0
Schoodic Institute at Acadia National Park,,44.336889,-68.055806,09-10-2018,,Low,2,Green Crab (male),CarmaeMale,,,0
Schoodic Institute at Acadia National Park,,44.336889,-68.055806,09-10-2018,,Low,3,Green Crab (male),CarmaeMale,,,0
Schoodic Institute at Acadia National Park,,44.336889,-68.055806,09-10-2018,,Low,4,Green Crab (male),CarmaeMale,,,0
Schoodic Institute at Acadia National Park,,44.336889,-68.055806,09-10-2018,,Low,5,Green Crab (male),CarmaeMale,,,0
Schoodic Institute at Acadia National Park,,44.336889,-68.055806,09-10-2018,,Low,6,Green Crab (male),CarmaeMale,,,0
Schoodic Institute at Acadia National Park,,44.336889,-68.055806,09-10-2018,,Low,7,Green Crab (male),CarmaeMale,,,0
Schoodic Institute at Acadia National Park,,44.336889,-68.055806,09-10-2018,,Low,8,Green Crab (male),CarmaeMale,,,0
Schoodic Institute at Acadia National Park,,44.336889,-68.055806,09-10-2018,,Low,9,Green Crab (male),CarmaeMale,,,0
Schoodic Institute at Acadia National Park,,44.336889,-68.055806,09-10-2018,,Low,10,Green Crab (male),CarmaeMale,,,0
Schoodic Institute at Acadia National Park,,44.336889,-68.055806,09-17-2019,,High,1,Green Crab (male),CarmaeMale,,,0
Schoodic Institute at Acadia National Park,,44.336889,-68.055806,09-17-2019,,High,2,Green Crab (male),CarmaeMale,,,0
Schoodic Institute at Acadia National Park,,44.336889,-68.055806,09-17-2019,,High,3,Green Crab (male),CarmaeMale,,,0
Schoodic Institute at Acadia National Park,,44.336889,-68.055806,09-17-2019,,High,4,Green Crab (male),CarmaeMale,,,0
Schoodic Institute at Acadia National Park,,44.336889,-68.055806,09-17-2019,,High,5,Green Crab (male),CarmaeMale,,,0
Schoodic Institute at Acadia National Park,,44.336889,-68.055806,09-17-2019,,High,6,Green Crab (male),CarmaeMale,,,0
Schoodic Institute at Acadia National Park,,44.336889,-68.055806,09-17-2019,,High,7,Green Crab (male),CarmaeMale,,,0
Schoodic Institute at Acadia National Park,,44.336889,-68.055806,09-17-2019,,High,8,Green Crab (male),CarmaeMale,,,0
Schoodic Institute at Acadia National Park,,44.336889,-68.055806,09-17-2019,,High,9,Green Crab (male),CarmaeMale,,,0
Schoodic Institute at Acadia National Park,,44.336889,-68.055806,09-17-2019,,High,10,Green Crab (male),CarmaeMale,,,0
Schoodic Institute at Acadia National Park,,44.336889,-68.055806,09-18-2019,,Mid,1,Green Crab (male),CarmaeMale,,,0
Schoodic Institute at Acadia National Park,,44.336889,-68.055806,09-18-2019,,Mid,2,Green Crab (male),CarmaeMale,,,0
Schoodic Institute at Acadia National Park,,44.336889,-68.055806,09-18-2019,,Mid,3,Green Crab (male),CarmaeMale,,,0
Schoodic Institute at Acadia National Park,,44.336889,-68.055806,09-18-2019,,Mid,4,Green Crab (male),CarmaeMale,,,0
Schoodic Institute at Acadia National Park,,44.336889,-68.055806,09-18-2019,,Mid,5,Green Crab (male),CarmaeMale,,,0
Schoodic Institute at Acadia National Park,,44.336889,-68.055806,09-18-2019,,Mid,6,Green Crab (male),CarmaeMale,,,0
Schoodic Institute at Acadia National Park,,44.336889,-68.055806,09-18-2019,,Mid,7,Green Crab (male),CarmaeMale,,,0
Schoodic Institute at Acadia National Park,,44.336889,-68.055806,09-18-2019,,Mid,8,Green Crab (male),CarmaeMale,,,0
Schoodic Institute at Acadia National Park,,44.336889,-68.055806,09-18-2019,,Mid,9,Green Crab (male),CarmaeMale,,,0
Schoodic Institute at Acadia National Park,,44.336889,-68.055806,09-18-2019,,Mid,10,Green Crab (male),CarmaeMale,,,0
Schoodic Institute at Acadia National Park,,44.336889,-68.055806,10-01-2019,,Low,1,Green Crab (male),CarmaeMale,,,NA
Schoodic Institute at Acadia National Park,,44.336889,-68.055806,10-01-2019,,Low,2,Green Crab (male),CarmaeMale,,,NA
Schoodic Institute at Acadia National Park,,44.336889,-68.055806,10-01-2019,,Low,3,Green Crab (male),CarmaeMale,,,NA
Schoodic Institute at Acadia National Park,,44.336889,-68.055806,10-01-2019,,Low,4,Green Crab (male),CarmaeMale,,,NA
Schoodic Institute at Acadia National Park,,44.336889,-68.055806,10-01-2019,,Low,5,Green Crab (male),CarmaeMale,,,NA
Schoodic Institute at Acadia National Park,,44.336889,-68.055806,10-01-2019,,Low,6,Green Crab (male),CarmaeMale,,,0
Schoodic Institute at Acadia National Park,,44.336889,-68.055806,10-01-2019,,Low,7,Green Crab (male),CarmaeMale,,,0
Schoodic Institute at Acadia National Park,,44.336889,-68.055806,10-01-2019,,Low,8,Green Crab (male),CarmaeMale,,,NA
Schoodic Institute at Acadia National Park,,44.336889,-68.055806,10-01-2019,,Low,9,Green Crab (male),CarmaeMale,,,0
Schoodic Institute at Acadia National Park,,44.336889,-68.055806,10-01-2019,,Low,10,Green Crab (male),CarmaeMale,,,0
Schoodic Institute at Acadia National Park,,44.336889,-68.055806,09-10-2018,,High,1,Green Crab (female),CarmaeFem,,,--
Schoodic Institute at Acadia National Park,,44.336889,-68.055806,09-10-2018,,High,2,Green Crab (female),CarmaeFem,,,0
Schoodic Institute at Acadia National Park,,44.336889,-68.055806,09-10-2018,,High,3,Green Crab (female),CarmaeFem,,,--
Schoodic Institute at Acadia National Park,,44.336889,-68.055806,09-10-2018,,High,4,Green Crab (female),CarmaeFem,,,--
Schoodic Institute at Acadia National Park,,44.336889,-68.055806,09-10-2018,,High,5,Green Crab (female),CarmaeFem,,,0
Schoodic Institute at Acadia National Park,,44.336889,-68.055806,09-10-2018,,High,6,Green Crab (female),CarmaeFem,,,0
Schoodic Institute at Acadia National Park,,44.336889,-68.055806,09-10-2018,,High,7,Green Crab (female),CarmaeFem,,,0
Schoodic Institute at Acadia National Park,,44.336889,-68.055806,09-10-2018,,High,8,Green Crab (female),CarmaeFem,,,0
Schoodic Institute at Acadia National Park,,44.336889,-68.055806,09-10-2018,,High,9,Green Crab (female),CarmaeFem,,,--
Schoodic Institute at Acadia National Park,,44.336889,-68.055806,09-10-2018,,High,10,Green Crab (female),CarmaeFem,,,0
Schoodic Institute at Acadia National Park,,44.336889,-68.055806,08-28-2018,,Mid,1,Green Crab (female),CarmaeFem,,,0
Schoodic Institute at Acadia National Park,,44.336889,-68.055806,08-28-2018,,Mid,2,Green Crab (female),CarmaeFem,,,0
Schoodic Institute at Acadia National Park,,44.336889,-68.055806,08-28-2018,,Mid,3,Green Crab (female),CarmaeFem,,,0
Schoodic Institute at Acadia National Park,,44.336889,-68.055806,08-28-2018,,Mid,4,Green Crab (female),CarmaeFem,,,--
Schoodic Institute at Acadia National Park,,44.336889,-68.055806,08-28-2018,,Mid,5,Green Crab (female),CarmaeFem,,,0
Schoodic Institute at Acadia National Park,,44.336889,-68.055806,08-28-2018,,Mid,6,Green Crab (female),CarmaeFem,,,0
Schoodic Institute at Acadia National Park,,44.336889,-68.055806,08-28-2018,,Mid,7,Green Crab (female),CarmaeFem,,,0
Schoodic Institute at Acadia National Park,,44.336889,-68.055806,08-28-2018,,Mid,8,Green Crab (female),CarmaeFem,,,0
